date,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1888-05-01,20.288,0.683,Nanjing,China,31.35N,118.74E
1888-06-01,23.693,1.383,Nanjing,China,31.35N,118.74E
1888-07-01,27.963,0.804,Nanjing,China,31.35N,118.74E
1888-08-01,27.677,0.735,Nanjing,China,31.35N,118.74E
1888-09-01,22.683,0.7,Nanjing,China,31.35N,118.74E
1888-10-01,16.544,1.436,Nanjing,China,31.35N,118.74E
1888-11-01,11.088,0.856,Nanjing,China,31.35N,118.74E
1888-12-01,6.555,1.083,Nanjing,China,31.35N,118.74E
1889-01-01,0.45,1.536,Nanjing,China,31.35N,118.74E
1889-02-01,3.05,1.429,Nanjing,China,31.35N,118.74E
1889-03-01,9.156,0.751,Nanjing,China,31.35N,118.74E
1889-04-01,14.126,0.948,Nanjing,China,31.35N,118.74E
1889-05-01,19.38,1.582,Nanjing,China,31.35N,118.74E
1889-06-01,25.454,0.636,Nanjing,China,31.35N,118.74E
1889-07-01,28.049,1.507,Nanjing,China,31.35N,118.74E
1889-08-01,26.895,0.742,Nanjing,China,31.35N,118.74E
1889-09-01,21.962,1.019,Nanjing,China,31.35N,118.74E
1889-10-01,16.844,1.426,Nanjing,China,31.35N,118.74E
1889-11-01,10.005,0.945,Nanjing,China,31.35N,118.74E
1889-12-01,4.571,2.008,Nanjing,China,31.35N,118.74E
1890-01-01,2.818,1.029,Nanjing,China,31.35N,118.74E
1890-02-01,6.265,1.022,Nanjing,China,31.35N,118.74E
1890-03-01,7.791,1.324,Nanjing,China,31.35N,118.74E
1890-04-01,15.572,1.403,Nanjing,China,31.35N,118.74E
1890-05-01,20.547,1.708,Nanjing,China,31.35N,118.74E
1890-06-01,24.507,1.256,Nanjing,China,31.35N,118.74E
1890-07-01,28.018,0.725,Nanjing,China,31.35N,118.74E
1890-08-01,26.815,0.696,Nanjing,China,31.35N,118.74E
1890-09-01,21.898,1.133,Nanjing,China,31.35N,118.74E
1890-10-01,16.304,1.078,Nanjing,China,31.35N,118.74E
1890-11-01,11.666,1.356,Nanjing,China,31.35N,118.74E
1890-12-01,7.076,0.825,Nanjing,China,31.35N,118.74E
1891-01-01,2.655,0.978,Nanjing,China,31.35N,118.74E
1891-02-01,3.943,1.182,Nanjing,China,31.35N,118.74E
1891-03-01,8.774,0.742,Nanjing,China,31.35N,118.74E
1891-04-01,13.576,0.598,Nanjing,China,31.35N,118.74E
1891-05-01,20.535,1.278,Nanjing,China,31.35N,118.74E
1891-06-01,24.229,1.137,Nanjing,China,31.35N,118.74E
1891-07-01,27.034,0.466,Nanjing,China,31.35N,118.74E
1891-08-01,26.919,0.542,Nanjing,China,31.35N,118.74E
1891-09-01,22.908,1.149,Nanjing,China,31.35N,118.74E
1891-10-01,18.561,0.771,Nanjing,China,31.35N,118.74E
1891-11-01,10.674,0.766,Nanjing,China,31.35N,118.74E
1891-12-01,5.013,1.186,Nanjing,China,31.35N,118.74E
1892-01-01,2.673,1.077,Nanjing,China,31.35N,118.74E
1892-02-01,4.528,0.95,Nanjing,China,31.35N,118.74E
1892-03-01,6.755,1.738,Nanjing,China,31.35N,118.74E
1892-04-01,14.728,1.825,Nanjing,China,31.35N,118.74E
1892-05-01,19.378,1.041,Nanjing,China,31.35N,118.74E
1892-06-01,24.973,0.753,Nanjing,China,31.35N,118.74E
1892-07-01,28.181,1.227,Nanjing,China,31.35N,118.74E
1892-08-01,27.835,1.814,Nanjing,China,31.35N,118.74E
1892-09-01,21.868,0.962,Nanjing,China,31.35N,118.74E
1892-10-01,15.86,0.666,Nanjing,China,31.35N,118.74E
1892-11-01,10.872,1.161,Nanjing,China,31.35N,118.74E
1892-12-01,3.424,1.394,Nanjing,China,31.35N,118.74E
1893-01-01,0.131,2.169,Nanjing,China,31.35N,118.74E
1893-02-01,2.003,0.809,Nanjing,China,31.35N,118.74E
1893-03-01,8.916,1.122,Nanjing,China,31.35N,118.74E
1893-04-01,14.659,0.576,Nanjing,China,31.35N,118.74E
1893-05-01,19.303,1.025,Nanjing,China,31.35N,118.74E
1893-06-01,24.36,1.213,Nanjing,China,31.35N,118.74E
1893-07-01,27.956,0.847,Nanjing,China,31.35N,118.74E
1893-08-01,26.607,0.964,Nanjing,China,31.35N,118.74E
1893-09-01,23.627,1.088,Nanjing,China,31.35N,118.74E
1893-10-01,16.13,0.628,Nanjing,China,31.35N,118.74E
1893-11-01,9.097,0.881,Nanjing,China,31.35N,118.74E
1893-12-01,4.507,0.936,Nanjing,China,31.35N,118.74E
1894-01-01,2.944,1.951,Nanjing,China,31.35N,118.74E
1894-02-01,4.396,0.927,Nanjing,China,31.35N,118.74E
1894-03-01,8.833,1.347,Nanjing,China,31.35N,118.74E
1894-04-01,15.936,0.617,Nanjing,China,31.35N,118.74E
1894-05-01,20.232,0.543,Nanjing,China,31.35N,118.74E
1894-06-01,24.959,0.594,Nanjing,China,31.35N,118.74E
1894-07-01,28.516,1.352,Nanjing,China,31.35N,118.74E
1894-08-01,28.102,0.914,Nanjing,China,31.35N,118.74E
1894-09-01,23.004,1.218,Nanjing,China,31.35N,118.74E
1894-10-01,16.748,1.092,Nanjing,China,31.35N,118.74E
1894-11-01,11.242,1.009,Nanjing,China,31.35N,118.74E
1894-12-01,4.123,1.089,Nanjing,China,31.35N,118.74E
1895-01-01,0.617,1.089,Nanjing,China,31.35N,118.74E
1895-02-01,3.602,1.504,Nanjing,China,31.35N,118.74E
1895-03-01,7.716,1.203,Nanjing,China,31.35N,118.74E
1895-04-01,15.481,0.666,Nanjing,China,31.35N,118.74E
1895-05-01,20.154,1.237,Nanjing,China,31.35N,118.74E
1895-06-01,24.442,1.154,Nanjing,China,31.35N,118.74E
1895-07-01,26.855,1.085,Nanjing,China,31.35N,118.74E
1895-08-01,27.126,0.61,Nanjing,China,31.35N,118.74E
1895-09-01,22.026,1.935,Nanjing,China,31.35N,118.74E
1895-10-01,16.398,1.213,Nanjing,China,31.35N,118.74E
1895-11-01,9.901,1.157,Nanjing,China,31.35N,118.74E
1895-12-01,4.399,0.89,Nanjing,China,31.35N,118.74E
1896-01-01,2.961,0.788,Nanjing,China,31.35N,118.74E
1896-02-01,3.184,1.187,Nanjing,China,31.35N,118.74E
1896-03-01,6.884,1.005,Nanjing,China,31.35N,118.74E
1896-04-01,14.863,0.669,Nanjing,China,31.35N,118.74E
1896-05-01,19.801,0.77,Nanjing,China,31.35N,118.74E
1896-06-01,24.869,0.663,Nanjing,China,31.35N,118.74E
1896-07-01,27.33,0.655,Nanjing,China,31.35N,118.74E
1896-08-01,27.519,0.598,Nanjing,China,31.35N,118.74E
1896-09-01,23.22,0.621,Nanjing,China,31.35N,118.74E
1896-10-01,16.976,0.753,Nanjing,China,31.35N,118.74E
1896-11-01,12.119,0.931,Nanjing,China,31.35N,118.74E
1896-12-01,4.345,1.027,Nanjing,China,31.35N,118.74E
1897-01-01,3.242,1.517,Nanjing,China,31.35N,118.74E
1897-02-01,1.515,1.468,Nanjing,China,31.35N,118.74E
1897-03-01,8.363,1.908,Nanjing,China,31.35N,118.74E
1897-04-01,13.783,0.881,Nanjing,China,31.35N,118.74E
1897-05-01,20.255,1.494,Nanjing,China,31.35N,118.74E
1897-06-01,24.756,0.785,Nanjing,China,31.35N,118.74E
1897-07-01,27.86,0.71,Nanjing,China,31.35N,118.74E
1897-08-01,27.788,1.081,Nanjing,China,31.35N,118.74E
1897-09-01,23.167,1.211,Nanjing,China,31.35N,118.74E
1897-10-01,17.385,0.722,Nanjing,China,31.35N,118.74E
1897-11-01,11.398,0.783,Nanjing,China,31.35N,118.74E
1897-12-01,3.229,1.11,Nanjing,China,31.35N,118.74E
1898-01-01,3.479,1.142,Nanjing,China,31.35N,118.74E
1898-02-01,6.277,0.863,Nanjing,China,31.35N,118.74E
1898-03-01,8.169,2.165,Nanjing,China,31.35N,118.74E
1898-04-01,13.967,0.846,Nanjing,China,31.35N,118.74E
1898-05-01,20.879,1.335,Nanjing,China,31.35N,118.74E
1898-06-01,25.03,0.611,Nanjing,China,31.35N,118.74E
1898-07-01,28.652,2.035,Nanjing,China,31.35N,118.74E
1898-08-01,27.436,0.73,Nanjing,China,31.35N,118.74E
1898-09-01,23.676,0.538,Nanjing,China,31.35N,118.74E
1898-10-01,17.289,1.076,Nanjing,China,31.35N,118.74E
1898-11-01,11.585,0.86,Nanjing,China,31.35N,118.74E
1898-12-01,4.68,1.346,Nanjing,China,31.35N,118.74E
1899-01-01,2.431,1.185,Nanjing,China,31.35N,118.74E
1899-02-01,5.03,0.778,Nanjing,China,31.35N,118.74E
1899-03-01,9.56,0.578,Nanjing,China,31.35N,118.74E
1899-04-01,14.678,0.925,Nanjing,China,31.35N,118.74E
1899-05-01,20.115,0.885,Nanjing,China,31.35N,118.74E
1899-06-01,25.039,1.287,Nanjing,China,31.35N,118.74E
1899-07-01,28.042,0.457,Nanjing,China,31.35N,118.74E
1899-08-01,26.943,1.109,Nanjing,China,31.35N,118.74E
1899-09-01,22.382,1.675,Nanjing,China,31.35N,118.74E
1899-10-01,15.377,1.145,Nanjing,China,31.35N,118.74E
1899-11-01,9.778,0.738,Nanjing,China,31.35N,118.74E
1899-12-01,6.98,0.758,Nanjing,China,31.35N,118.74E
1900/1/1,0.606,0.86,Nanjing,China,31.35N,118.74E
1900/2/1,3.578,0.685,Nanjing,China,31.35N,118.74E
1900/3/1,8.378,0.683,Nanjing,China,31.35N,118.74E
1900/4/1,14.926,1.293,Nanjing,China,31.35N,118.74E
1900/5/1,20.639,1.407,Nanjing,China,31.35N,118.74E
1900/6/1,23.769,1.352,Nanjing,China,31.35N,118.74E
1900/7/1,27.953,0.834,Nanjing,China,31.35N,118.74E
1900/8/1,27.737,0.611,Nanjing,China,31.35N,118.74E
1900/9/1,23.089,0.973,Nanjing,China,31.35N,118.74E
1900/10/1,17.327,0.774,Nanjing,China,31.35N,118.74E
1900/11/1,11.155,0.67,Nanjing,China,31.35N,118.74E
1900/12/1,5.528,0.605,Nanjing,China,31.35N,118.74E
1901/1/1,3.825,0.708,Nanjing,China,31.35N,118.74E
1901/2/1,1.061,0.686,Nanjing,China,31.35N,118.74E
1901/3/1,8.587,0.809,Nanjing,China,31.35N,118.74E
1901/4/1,15.132,0.99,Nanjing,China,31.35N,118.74E
1901/5/1,19.391,0.76,Nanjing,China,31.35N,118.74E
1901/6/1,23.903,0.912,Nanjing,China,31.35N,118.74E
1901/7/1,26.547,0.858,Nanjing,China,31.35N,118.74E
1901/8/1,26.923,0.696,Nanjing,China,31.35N,118.74E
1901/9/1,22.47,0.956,Nanjing,China,31.35N,118.74E
1901/10/1,17.018,0.914,Nanjing,China,31.35N,118.74E
1901/11/1,10.362,0.925,Nanjing,China,31.35N,118.74E
1901/12/1,4.577,0.871,Nanjing,China,31.35N,118.74E
1902/1/1,4.812,0.942,Nanjing,China,31.35N,118.74E
1902/2/1,4.277,0.838,Nanjing,China,31.35N,118.74E
1902/3/1,10.748,0.563,Nanjing,China,31.35N,118.74E
1902/4/1,14.645,0.869,Nanjing,China,31.35N,118.74E
1902/5/1,20.434,1.024,Nanjing,China,31.35N,118.74E
1902/6/1,24.096,0.992,Nanjing,China,31.35N,118.74E
1902/7/1,27.463,0.853,Nanjing,China,31.35N,118.74E
1902/8/1,26.504,0.559,Nanjing,China,31.35N,118.74E
1902/9/1,22.114,0.645,Nanjing,China,31.35N,118.74E
1902/10/1,17.69,0.952,Nanjing,China,31.35N,118.74E
1902/11/1,12.749,0.918,Nanjing,China,31.35N,118.74E
1902/12/1,5.858,0.655,Nanjing,China,31.35N,118.74E
1903/1/1,2.055,0.934,Nanjing,China,31.35N,118.74E
1903/2/1,3.85,1.168,Nanjing,China,31.35N,118.74E
1903/3/1,9.654,0.899,Nanjing,China,31.35N,118.74E
1903/4/1,14.868,1.066,Nanjing,China,31.35N,118.74E
1903/5/1,19.796,0.548,Nanjing,China,31.35N,118.74E
1903/6/1,24.074,1.235,Nanjing,China,31.35N,118.74E
1903/7/1,26.927,1.077,Nanjing,China,31.35N,118.74E
1903/8/1,27.438,1.002,Nanjing,China,31.35N,118.74E
1903/9/1,23.013,0.466,Nanjing,China,31.35N,118.74E
1903/10/1,16.779,0.74,Nanjing,China,31.35N,118.74E
1903/11/1,9.781,0.592,Nanjing,China,31.35N,118.74E
1903/12/1,4.309,1.057,Nanjing,China,31.35N,118.74E
1904/1/1,2.177,0.739,Nanjing,China,31.35N,118.74E
1904/2/1,6.274,1.33,Nanjing,China,31.35N,118.74E
1904/3/1,8.587,0.622,Nanjing,China,31.35N,118.74E
1904/4/1,14.501,0.88,Nanjing,China,31.35N,118.74E
1904/5/1,19.585,0.655,Nanjing,China,31.35N,118.74E
1904/6/1,25.017,0.544,Nanjing,China,31.35N,118.74E
1904/7/1,27.282,0.487,Nanjing,China,31.35N,118.74E
1904/8/1,26.924,0.936,Nanjing,China,31.35N,118.74E
1904/9/1,22.679,1.027,Nanjing,China,31.35N,118.74E
1904/10/1,16.707,0.419,Nanjing,China,31.35N,118.74E
1904/11/1,9.802,0.803,Nanjing,China,31.35N,118.74E
1904/12/1,4.052,0.894,Nanjing,China,31.35N,118.74E
1905/1/1,5.073,0.626,Nanjing,China,31.35N,118.74E
1905/2/1,1.523,1.153,Nanjing,China,31.35N,118.74E
1905/3/1,6.653,0.852,Nanjing,China,31.35N,118.74E
1905/4/1,12.421,0.632,Nanjing,China,31.35N,118.74E
1905/5/1,19.536,0.631,Nanjing,China,31.35N,118.74E
1905/6/1,25.285,0.722,Nanjing,China,31.35N,118.74E
1905/7/1,28.18,0.642,Nanjing,China,31.35N,118.74E
1905/8/1,26.124,0.609,Nanjing,China,31.35N,118.74E
1905/9/1,22.557,0.941,Nanjing,China,31.35N,118.74E
1905/10/1,16.261,0.425,Nanjing,China,31.35N,118.74E
1905/11/1,10.369,0.746,Nanjing,China,31.35N,118.74E
1905/12/1,5.809,0.554,Nanjing,China,31.35N,118.74E
1906/1/1,2.6,0.485,Nanjing,China,31.35N,118.74E
1906/2/1,2.757,0.835,Nanjing,China,31.35N,118.74E
1906/3/1,8.73,0.835,Nanjing,China,31.35N,118.74E
1906/4/1,14.783,0.472,Nanjing,China,31.35N,118.74E
1906/5/1,19.653,1.055,Nanjing,China,31.35N,118.74E
1906/6/1,24.272,1.022,Nanjing,China,31.35N,118.74E
1906/7/1,27.51,0.695,Nanjing,China,31.35N,118.74E
1906/8/1,26.866,0.763,Nanjing,China,31.35N,118.74E
1906/9/1,22.444,0.502,Nanjing,China,31.35N,118.74E
1906/10/1,16.463,0.416,Nanjing,China,31.35N,118.74E
1906/11/1,9.018,0.304,Nanjing,China,31.35N,118.74E
1906/12/1,5.207,0.764,Nanjing,China,31.35N,118.74E
1907/1/1,4.475,0.625,Nanjing,China,31.35N,118.74E
1907/2/1,2.243,1.145,Nanjing,China,31.35N,118.74E
1907/3/1,7.647,0.892,Nanjing,China,31.35N,118.74E
1907/4/1,14.425,0.325,Nanjing,China,31.35N,118.74E
1907/5/1,20.948,0.601,Nanjing,China,31.35N,118.74E
1907/6/1,23.903,0.54,Nanjing,China,31.35N,118.74E
1907/7/1,25.599,0.634,Nanjing,China,31.35N,118.74E
1907/8/1,27.807,0.503,Nanjing,China,31.35N,118.74E
1907/9/1,22.179,0.708,Nanjing,China,31.35N,118.74E
1907/10/1,17.718,0.383,Nanjing,China,31.35N,118.74E
1907/11/1,10.552,0.396,Nanjing,China,31.35N,118.74E
1907/12/1,5.607,0.657,Nanjing,China,31.35N,118.74E
1908/1/1,3.205,0.589,Nanjing,China,31.35N,118.74E
1908/2/1,3.146,0.533,Nanjing,China,31.35N,118.74E
1908/3/1,7.983,0.669,Nanjing,China,31.35N,118.74E
1908/4/1,12.695,0.48,Nanjing,China,31.35N,118.74E
1908/5/1,20.368,0.528,Nanjing,China,31.35N,118.74E
1908/6/1,24.523,0.469,Nanjing,China,31.35N,118.74E
1908/7/1,27.502,0.503,Nanjing,China,31.35N,118.74E
1908/8/1,27.792,0.428,Nanjing,China,31.35N,118.74E
1908/9/1,22.827,0.31,Nanjing,China,31.35N,118.74E
1908/10/1,17.224,0.362,Nanjing,China,31.35N,118.74E
1908/11/1,10.407,0.485,Nanjing,China,31.35N,118.74E
1908/12/1,6.595,0.667,Nanjing,China,31.35N,118.74E
1909/1/1,2.308,0.63,Nanjing,China,31.35N,118.74E
1909/2/1,4.344,0.387,Nanjing,China,31.35N,118.74E
1909/3/1,7.195,0.68,Nanjing,China,31.35N,118.74E
1909/4/1,15.508,0.489,Nanjing,China,31.35N,118.74E
1909/5/1,20.556,0.675,Nanjing,China,31.35N,118.74E
1909/6/1,23.035,0.841,Nanjing,China,31.35N,118.74E
1909/7/1,28.082,0.526,Nanjing,China,31.35N,118.74E
1909/8/1,27.924,0.431,Nanjing,China,31.35N,118.74E
1909/9/1,24.168,0.566,Nanjing,China,31.35N,118.74E
1909/10/1,17.127,0.51,Nanjing,China,31.35N,118.74E
1909/11/1,11.251,0.585,Nanjing,China,31.35N,118.74E
1909/12/1,4.253,0.374,Nanjing,China,31.35N,118.74E
1910/1/1,2.252,0.451,Nanjing,China,31.35N,118.74E
1910/2/1,2.845,0.679,Nanjing,China,31.35N,118.74E
1910/3/1,8,0.367,Nanjing,China,31.35N,118.74E
1910/4/1,12.892,0.506,Nanjing,China,31.35N,118.74E
1910/5/1,18.936,0.643,Nanjing,China,31.35N,118.74E
1910/6/1,24.488,0.335,Nanjing,China,31.35N,118.74E
1910/7/1,28.138,0.457,Nanjing,China,31.35N,118.74E
1910/8/1,27.471,0.278,Nanjing,China,31.35N,118.74E
1910/9/1,22.172,0.366,Nanjing,China,31.35N,118.74E
1910/10/1,16.862,0.273,Nanjing,China,31.35N,118.74E
1910/11/1,10.956,0.51,Nanjing,China,31.35N,118.74E
1910/12/1,2.923,0.531,Nanjing,China,31.35N,118.74E
1911/1/1,2.316,0.382,Nanjing,China,31.35N,118.74E
1911/2/1,3.849,0.503,Nanjing,China,31.35N,118.74E
1911/3/1,8.424,0.486,Nanjing,China,31.35N,118.74E
1911/4/1,14.642,0.935,Nanjing,China,31.35N,118.74E
1911/5/1,18.994,0.514,Nanjing,China,31.35N,118.74E
1911/6/1,23.07,1.29,Nanjing,China,31.35N,118.74E
1911/7/1,27.371,1.727,Nanjing,China,31.35N,118.74E
1911/8/1,27.04,0.439,Nanjing,China,31.35N,118.74E
1911/9/1,24.056,0.464,Nanjing,China,31.35N,118.74E
1911/10/1,16.078,0.461,Nanjing,China,31.35N,118.74E
1911/11/1,10.491,0.391,Nanjing,China,31.35N,118.74E
1911/12/1,3.943,0.596,Nanjing,China,31.35N,118.74E
1912/1/1,2.037,0.561,Nanjing,China,31.35N,118.74E
1912/2/1,6.373,0.527,Nanjing,China,31.35N,118.74E
1912/3/1,7.83,0.829,Nanjing,China,31.35N,118.74E
1912/4/1,15.645,0.529,Nanjing,China,31.35N,118.74E
1912/5/1,20.647,0.521,Nanjing,China,31.35N,118.74E
1912/6/1,25.43,0.396,Nanjing,China,31.35N,118.74E
1912/7/1,27.791,0.383,Nanjing,China,31.35N,118.74E
1912/8/1,26.814,0.574,Nanjing,China,31.35N,118.74E
1912/9/1,21.478,0.521,Nanjing,China,31.35N,118.74E
1912/10/1,16.461,0.534,Nanjing,China,31.35N,118.74E
1912/11/1,8.562,0.365,Nanjing,China,31.35N,118.74E
1912/12/1,3.536,0.51,Nanjing,China,31.35N,118.74E
1913/1/1,2.657,0.31,Nanjing,China,31.35N,118.74E
1913/2/1,4.022,0.42,Nanjing,China,31.35N,118.74E
1913/3/1,7.944,0.628,Nanjing,China,31.35N,118.74E
1913/4/1,13.644,0.836,Nanjing,China,31.35N,118.74E
1913/5/1,19.51,0.629,Nanjing,China,31.35N,118.74E
1913/6/1,24.464,0.385,Nanjing,China,31.35N,118.74E
1913/7/1,26.471,0.282,Nanjing,China,31.35N,118.74E
1913/8/1,28.048,0.415,Nanjing,China,31.35N,118.74E
1913/9/1,22.425,0.897,Nanjing,China,31.35N,118.74E
1913/10/1,17.208,0.564,Nanjing,China,31.35N,118.74E
1913/11/1,10.67,0.449,Nanjing,China,31.35N,118.74E
1913/12/1,3.558,0.568,Nanjing,China,31.35N,118.74E
1914/1/1,4.962,0.869,Nanjing,China,31.35N,118.74E
1914/2/1,6.065,0.336,Nanjing,China,31.35N,118.74E
1914/3/1,10.449,0.323,Nanjing,China,31.35N,118.74E
1914/4/1,14.26,0.675,Nanjing,China,31.35N,118.74E
1914/5/1,19.446,0.86,Nanjing,China,31.35N,118.74E
1914/6/1,25.22,0.513,Nanjing,China,31.35N,118.74E
1914/7/1,29.901,0.944,Nanjing,China,31.35N,118.74E
1914/8/1,27.472,0.452,Nanjing,China,31.35N,118.74E
1914/9/1,22.073,0.602,Nanjing,China,31.35N,118.74E
1914/10/1,17.678,0.551,Nanjing,China,31.35N,118.74E
1914/11/1,11.103,0.479,Nanjing,China,31.35N,118.74E
1914/12/1,4.94,0.453,Nanjing,China,31.35N,118.74E
1915/1/1,2.781,0.466,Nanjing,China,31.35N,118.74E
1915/2/1,4.181,0.606,Nanjing,China,31.35N,118.74E
1915/3/1,8.575,0.66,Nanjing,China,31.35N,118.74E
1915/4/1,13.182,0.534,Nanjing,China,31.35N,118.74E
1915/5/1,20.953,0.808,Nanjing,China,31.35N,118.74E
1915/6/1,24.861,0.489,Nanjing,China,31.35N,118.74E
1915/7/1,27.663,0.304,Nanjing,China,31.35N,118.74E
1915/8/1,27.029,0.659,Nanjing,China,31.35N,118.74E
1915/9/1,22.052,0.346,Nanjing,China,31.35N,118.74E
1915/10/1,18.018,0.304,Nanjing,China,31.35N,118.74E
1915/11/1,11.649,0.498,Nanjing,China,31.35N,118.74E
1915/12/1,6.561,0.372,Nanjing,China,31.35N,118.74E
1916/1/1,3.719,0.363,Nanjing,China,31.35N,118.74E
1916/2/1,4.214,0.495,Nanjing,China,31.35N,118.74E
1916/3/1,7.805,0.582,Nanjing,China,31.35N,118.74E
1916/4/1,14.806,0.473,Nanjing,China,31.35N,118.74E
1916/5/1,20.013,0.465,Nanjing,China,31.35N,118.74E
1916/6/1,24.46,0.329,Nanjing,China,31.35N,118.74E
1916/7/1,26.686,0.776,Nanjing,China,31.35N,118.74E
1916/8/1,26.486,0.637,Nanjing,China,31.35N,118.74E
1916/9/1,22.93,0.629,Nanjing,China,31.35N,118.74E
1916/10/1,16.352,0.355,Nanjing,China,31.35N,118.74E
1916/11/1,10.653,0.237,Nanjing,China,31.35N,118.74E
1916/12/1,4.136,0.551,Nanjing,China,31.35N,118.74E
1917/1/1,0.067,1.163,Nanjing,China,31.35N,118.74E
1917/2/1,3.703,0.631,Nanjing,China,31.35N,118.74E
1917/3/1,7.92,0.368,Nanjing,China,31.35N,118.74E
1917/4/1,15.393,0.593,Nanjing,China,31.35N,118.74E
1917/5/1,20.049,0.846,Nanjing,China,31.35N,118.74E
1917/6/1,24.513,0.335,Nanjing,China,31.35N,118.74E
1917/7/1,27.616,0.531,Nanjing,China,31.35N,118.74E
1917/8/1,27.394,0.323,Nanjing,China,31.35N,118.74E
1917/9/1,23.838,0.626,Nanjing,China,31.35N,118.74E
1917/10/1,16.552,0.32,Nanjing,China,31.35N,118.74E
1917/11/1,9.012,0.673,Nanjing,China,31.35N,118.74E
1917/12/1,2.083,0.516,Nanjing,China,31.35N,118.74E
1918/1/1,0.501,0.252,Nanjing,China,31.35N,118.74E
1918/2/1,4.594,0.439,Nanjing,China,31.35N,118.74E
1918/3/1,8.569,0.342,Nanjing,China,31.35N,118.74E
1918/4/1,14.369,0.436,Nanjing,China,31.35N,118.74E
1918/5/1,19.858,0.483,Nanjing,China,31.35N,118.74E
1918/6/1,23.956,0.443,Nanjing,China,31.35N,118.74E
1918/7/1,27.008,0.406,Nanjing,China,31.35N,118.74E
1918/8/1,27.434,0.558,Nanjing,China,31.35N,118.74E
1918/9/1,22.875,0.286,Nanjing,China,31.35N,118.74E
1918/10/1,17.275,0.189,Nanjing,China,31.35N,118.74E
1918/11/1,10.121,0.275,Nanjing,China,31.35N,118.74E
1918/12/1,4.985,0.53,Nanjing,China,31.35N,118.74E
1919/1/1,2.011,0.41,Nanjing,China,31.35N,118.74E
1919/2/1,4.384,0.533,Nanjing,China,31.35N,118.74E
1919/3/1,10.182,0.56,Nanjing,China,31.35N,118.74E
1919/4/1,16.496,0.895,Nanjing,China,31.35N,118.74E
1919/5/1,21.424,0.52,Nanjing,China,31.35N,118.74E
1919/6/1,25.001,0.311,Nanjing,China,31.35N,118.74E
1919/7/1,26.827,0.537,Nanjing,China,31.35N,118.74E
1919/8/1,27.872,0.389,Nanjing,China,31.35N,118.74E
1919/9/1,22.083,0.334,Nanjing,China,31.35N,118.74E
1919/10/1,16.687,0.432,Nanjing,China,31.35N,118.74E
1919/11/1,10.166,0.589,Nanjing,China,31.35N,118.74E
1919/12/1,4.09,0.395,Nanjing,China,31.35N,118.74E
1920/1/1,3.154,0.395,Nanjing,China,31.35N,118.74E
1920/2/1,2,0.857,Nanjing,China,31.35N,118.74E
1920/3/1,8.264,0.533,Nanjing,China,31.35N,118.74E
1920/4/1,14.031,0.599,Nanjing,China,31.35N,118.74E
1920/5/1,19.925,0.732,Nanjing,China,31.35N,118.74E
1920/6/1,24.299,0.357,Nanjing,China,31.35N,118.74E
1920/7/1,27.914,0.455,Nanjing,China,31.35N,118.74E
1920/8/1,27.68,0.272,Nanjing,China,31.35N,118.74E
1920/9/1,23.579,0.341,Nanjing,China,31.35N,118.74E
1920/10/1,17.739,0.342,Nanjing,China,31.35N,118.74E
1920/11/1,12.398,0.333,Nanjing,China,31.35N,118.74E
1920/12/1,6.29,0.741,Nanjing,China,31.35N,118.74E
1921/1/1,2.531,0.839,Nanjing,China,31.35N,118.74E
1921/2/1,5.84,0.368,Nanjing,China,31.35N,118.74E
1921/3/1,8.593,0.589,Nanjing,China,31.35N,118.74E
1921/4/1,14.226,0.545,Nanjing,China,31.35N,118.74E
1921/5/1,20.153,0.256,Nanjing,China,31.35N,118.74E
1921/6/1,22.759,0.489,Nanjing,China,31.35N,118.74E
1921/7/1,28.212,0.547,Nanjing,China,31.35N,118.74E
1921/8/1,26.707,0.804,Nanjing,China,31.35N,118.74E
1921/9/1,21.56,0.288,Nanjing,China,31.35N,118.74E
1921/10/1,15.62,0.701,Nanjing,China,31.35N,118.74E
1921/11/1,10.406,0.765,Nanjing,China,31.35N,118.74E
1921/12/1,5.67,0.593,Nanjing,China,31.35N,118.74E
1922/1/1,1.65,1.414,Nanjing,China,31.35N,118.74E
1922/2/1,5.544,0.681,Nanjing,China,31.35N,118.74E
1922/3/1,9.213,0.627,Nanjing,China,31.35N,118.74E
1922/4/1,15.567,0.289,Nanjing,China,31.35N,118.74E
1922/5/1,20.091,0.4,Nanjing,China,31.35N,118.74E
1922/6/1,25.151,0.521,Nanjing,China,31.35N,118.74E
1922/7/1,28.23,0.283,Nanjing,China,31.35N,118.74E
1922/8/1,27.976,0.389,Nanjing,China,31.35N,118.74E
1922/9/1,22.631,0.83,Nanjing,China,31.35N,118.74E
1922/10/1,17.359,0.387,Nanjing,China,31.35N,118.74E
1922/11/1,10.19,0.295,Nanjing,China,31.35N,118.74E
1922/12/1,4.991,0.346,Nanjing,China,31.35N,118.74E
1923/1/1,2.005,0.298,Nanjing,China,31.35N,118.74E
1923/2/1,2.899,0.228,Nanjing,China,31.35N,118.74E
1923/3/1,10.787,0.666,Nanjing,China,31.35N,118.74E
1923/4/1,14.188,0.354,Nanjing,China,31.35N,118.74E
1923/5/1,20.727,0.43,Nanjing,China,31.35N,118.74E
1923/6/1,24.394,0.289,Nanjing,China,31.35N,118.74E
1923/7/1,27.15,0.512,Nanjing,China,31.35N,118.74E
